,year,month,day,extent,date
0,1995,1,1,22.4,1.0/1.0/1995.0
1,1995,1,2,23.0,2.0/1.0/1995.0
2,1995,1,3,22.5,3.0/1.0/1995.0
3,1995,1,4,24.0,4.0/1.0/1995.0
4,1995,1,5,23.8,5.0/1.0/1995.0
5,1995,1,6,24.6,6.0/1.0/1995.0
6,1995,1,7,25.8,7.0/1.0/1995.0
7,1995,1,8,25.9,8.0/1.0/1995.0
8,1995,1,9,25.6,9.0/1.0/1995.0
9,1995,1,10,26.3,10.0/1.0/1995.0
10,1995,1,11,25.5,11.0/1.0/1995.0
11,1995,1,12,26.1,12.0/1.0/1995.0
12,1995,1,13,23.0,13.0/1.0/1995.0
13,1995,1,14,24.8,14.0/1.0/1995.0
14,1995,1,15,23.1,15.0/1.0/1995.0
15,1995,1,16,25.0,16.0/1.0/1995.0
16,1995,1,17,21.7,17.0/1.0/1995.0
17,1995,1,18,22.5,18.0/1.0/1995.0
18,1995,1,19,24.5,19.0/1.0/1995.0
19,1995,1,20,24.3,20.0/1.0/1995.0
20,1995,1,21,23.4,21.0/1.0/1995.0
21,1995,1,22,23.5,22.0/1.0/1995.0
22,1995,1,23,23.8,23.0/1.0/1995.0
23,1995,1,24,23.9,24.0/1.0/1995.0
24,1995,1,25,23.9,25.0/1.0/1995.0
25,1995,1,26,24.8,26.0/1.0/1995.0
26,1995,1,27,24.3,27.0/1.0/1995.0
27,1995,1,28,23.7,28.0/1.0/1995.0
28,1995,1,29,23.9,29.0/1.0/1995.0
29,1995,1,30,25.1,30.0/1.0/1995.0
30,1995,1,31,25.5,31.0/1.0/1995.0
31,1995,2,1,25.5,1.0/2.0/1995.0
32,1995,2,2,24.9,2.0/2.0/1995.0
33,1995,2,3,25.6,3.0/2.0/1995.0
34,1995,2,4,25.6,4.0/2.0/1995.0
35,1995,2,5,26.0,5.0/2.0/1995.0
36,1995,2,6,26.0,6.0/2.0/1995.0
37,1995,2,7,24.9,7.0/2.0/1995.0
38,1995,2,8,24.9,8.0/2.0/1995.0
39,1995,2,9,25.4,9.0/2.0/1995.0
40,1995,2,10,25.5,10.0/2.0/1995.0
41,1995,2,11,25.4,11.0/2.0/1995.0
42,1995,2,12,25.0,12.0/2.0/1995.0
43,1995,2,13,24.8,13.0/2.0/1995.0
44,1995,2,14,24.9,14.0/2.0/1995.0
45,1995,2,15,25.1,15.0/2.0/1995.0
46,1995,2,16,26.5,16.0/2.0/1995.0
47,1995,2,17,27.1,17.0/2.0/1995.0
48,1995,2,18,27.7,18.0/2.0/1995.0
49,1995,2,19,27.7,19.0/2.0/1995.0
50,1995,2,20,27.3,20.0/2.0/1995.0
51,1995,2,21,26.8,21.0/2.0/1995.0
52,1995,2,22,26.8,22.0/2.0/1995.0
53,1995,2,23,26.4,23.0/2.0/1995.0
54,1995,2,24,27.0,24.0/2.0/1995.0
55,1995,2,25,26.5,25.0/2.0/1995.0
56,1995,2,26,25.9,26.0/2.0/1995.0
57,1995,2,27,27.2,27.0/2.0/1995.0
58,1995,2,28,26.8,28.0/2.0/1995.0
59,1995,3,1,26.8,1.0/3.0/1995.0
60,1995,3,2,27.0,2.0/3.0/1995.0
61,1995,3,3,27.1,3.0/3.0/1995.0
62,1995,3,4,27.0,4.0/3.0/1995.0
63,1995,3,5,28.0,5.0/3.0/1995.0
64,1995,3,6,27.3,6.0/3.0/1995.0
65,1995,3,7,26.4,7.0/3.0/1995.0
66,1995,3,8,26.9,8.0/3.0/1995.0
67,1995,3,9,26.8,9.0/3.0/1995.0
68,1995,3,10,27.0,10.0/3.0/1995.0
69,1995,3,11,27.8,11.0/3.0/1995.0
70,1995,3,12,27.9,12.0/3.0/1995.0
71,1995,3,13,27.5,13.0/3.0/1995.0
72,1995,3,14,27.8,14.0/3.0/1995.0
73,1995,3,15,27.4,15.0/3.0/1995.0
74,1995,3,16,27.6,16.0/3.0/1995.0
75,1995,3,17,27.2,17.0/3.0/1995.0
76,1995,3,18,28.0,18.0/3.0/1995.0
77,1995,3,19,28.7,19.0/3.0/1995.0
78,1995,3,20,28.0,20.0/3.0/1995.0
79,1995,3,21,27.5,21.0/3.0/1995.0
80,1995,3,22,27.6,22.0/3.0/1995.0
81,1995,3,23,28.7,23.0/3.0/1995.0
82,1995,3,24,28.5,24.0/3.0/1995.0
83,1995,3,25,28.9,25.0/3.0/1995.0
84,1995,3,26,29.0,26.0/3.0/1995.0
85,1995,3,27,28.1,27.0/3.0/1995.0
86,1995,3,28,29.0,28.0/3.0/1995.0
87,1995,3,29,29.0,29.0/3.0/1995.0
88,1995,3,30,29.5,30.0/3.0/1995.0
89,1995,3,31,29.0,31.0/3.0/1995.0
90,1995,4,1,29.2,1.0/4.0/1995.0
91,1995,4,2,29.2,2.0/4.0/1995.0
92,1995,4,3,29.0,3.0/4.0/1995.0
93,1995,4,4,29.1,4.0/4.0/1995.0
94,1995,4,5,29.0,5.0/4.0/1995.0
95,1995,4,6,29.2,6.0/4.0/1995.0
96,1995,4,7,30.0,7.0/4.0/1995.0
97,1995,4,8,31.1,8.0/4.0/1995.0
98,1995,4,9,30.6,9.0/4.0/1995.0
99,1995,4,10,29.6,10.0/4.0/1995.0
100,1995,4,11,29.2,11.0/4.0/1995.0
101,1995,4,12,28.7,12.0/4.0/1995.0
102,1995,4,13,30.4,13.0/4.0/1995.0
103,1995,4,14,30.2,14.0/4.0/1995.0
104,1995,4,15,29.6,15.0/4.0/1995.0
105,1995,4,16,29.3,16.0/4.0/1995.0
106,1995,4,17,30.4,17.0/4.0/1995.0
107,1995,4,18,30.5,18.0/4.0/1995.0
108,1995,4,19,30.0,19.0/4.0/1995.0
109,1995,4,20,29.5,20.0/4.0/1995.0
110,1995,4,21,30.1,21.0/4.0/1995.0
111,1995,4,22,30.4,22.0/4.0/1995.0
112,1995,4,23,31.2,23.0/4.0/1995.0
113,1995,4,24,30.8,24.0/4.0/1995.0
114,1995,4,25,31.4,25.0/4.0/1995.0
115,1995,4,26,30.6,26.0/4.0/1995.0
116,1995,4,27,30.3,27.0/4.0/1995.0
117,1995,4,28,30.8,28.0/4.0/1995.0
118,1995,4,29,31.2,29.0/4.0/1995.0
119,1995,4,30,31.3,30.0/4.0/1995.0
120,1995,5,1,31.3,1.0/5.0/1995.0
121,1995,5,2,31.7,2.0/5.0/1995.0
122,1995,5,3,31.1,3.0/5.0/1995.0
123,1995,5,4,31.0,4.0/5.0/1995.0
124,1995,5,5,27.8,5.0/5.0/1995.0
125,1995,5,6,25.4,6.0/5.0/1995.0
126,1995,5,7,25.7,7.0/5.0/1995.0
127,1995,5,8,25.7,8.0/5.0/1995.0
128,1995,5,9,29.2,9.0/5.0/1995.0
129,1995,5,10,29.5,10.0/5.0/1995.0
130,1995,5,11,32.2,11.0/5.0/1995.0
131,1995,5,12,32.1,12.0/5.0/1995.0
132,1995,5,13,31.0,13.0/5.0/1995.0
133,1995,5,14,31.5,14.0/5.0/1995.0
134,1995,5,15,30.7,15.0/5.0/1995.0
135,1995,5,16,31.7,16.0/5.0/1995.0
136,1995,5,17,32.0,17.0/5.0/1995.0
137,1995,5,18,31.9,18.0/5.0/1995.0
138,1995,5,19,30.2,19.0/5.0/1995.0
139,1995,5,20,28.5,20.0/5.0/1995.0
140,1995,5,21,30.2,21.0/5.0/1995.0
141,1995,5,22,30.6,22.0/5.0/1995.0
142,1995,5,23,31.4,23.0/5.0/1995.0
143,1995,5,24,30.6,24.0/5.0/1995.0
144,1995,5,25,29.4,25.0/5.0/1995.0
145,1995,5,26,30.3,26.0/5.0/1995.0
146,1995,5,27,30.0,27.0/5.0/1995.0
147,1995,5,28,30.6,28.0/5.0/1995.0
148,1995,5,29,31.5,29.0/5.0/1995.0
149,1995,5,30,32.4,30.0/5.0/1995.0
150,1995,5,31,32.7,31.0/5.0/1995.0
151,1995,6,1,32.5,1.0/6.0/1995.0
152,1995,6,2,32.7,2.0/6.0/1995.0
153,1995,6,3,32.6,3.0/6.0/1995.0
154,1995,6,4,33.4,4.0/6.0/1995.0
155,1995,6,5,33.2,5.0/6.0/1995.0
156,1995,6,6,33.6,6.0/6.0/1995.0
157,1995,6,7,34.5,7.0/6.0/1995.0
158,1995,6,8,33.4,8.0/6.0/1995.0
159,1995,6,9,33.7,9.0/6.0/1995.0
160,1995,6,10,34.4,10.0/6.0/1995.0
161,1995,6,11,32.3,11.0/6.0/1995.0
162,1995,6,12,32.0,12.0/6.0/1995.0
163,1995,6,13,31.2,13.0/6.0/1995.0
164,1995,6,14,31.5,14.0/6.0/1995.0
165,1995,6,15,31.7,15.0/6.0/1995.0
166,1995,6,16,30.8,16.0/6.0/1995.0
167,1995,6,17,31.3,17.0/6.0/1995.0
168,1995,6,18,32.0,18.0/6.0/1995.0
169,1995,6,19,32.1,19.0/6.0/1995.0
170,1995,6,20,32.9,20.0/6.0/1995.0
171,1995,6,21,30.2,21.0/6.0/1995.0
172,1995,6,22,30.2,22.0/6.0/1995.0
173,1995,6,23,28.9,23.0/6.0/1995.0
174,1995,6,24,29.7,24.0/6.0/1995.0
175,1995,6,25,29.5,25.0/6.0/1995.0
176,1995,6,26,30.7,26.0/6.0/1995.0
177,1995,6,27,30.4,27.0/6.0/1995.0
178,1995,6,28,29.4,28.0/6.0/1995.0
179,1995,6,29,30.7,29.0/6.0/1995.0
180,1995,6,30,31.6,30.0/6.0/1995.0
181,1995,7,1,31.9,1.0/7.0/1995.0
182,1995,7,2,32.4,2.0/7.0/1995.0
183,1995,7,3,32.0,3.0/7.0/1995.0
184,1995,7,4,32.0,4.0/7.0/1995.0
185,1995,7,5,32.4,5.0/7.0/1995.0
186,1995,7,6,31.1,6.0/7.0/1995.0
187,1995,7,7,30.9,7.0/7.0/1995.0
188,1995,7,8,30.9,8.0/7.0/1995.0
189,1995,7,9,30.2,9.0/7.0/1995.0
190,1995,7,10,27.2,10.0/7.0/1995.0
191,1995,7,11,28.8,11.0/7.0/1995.0
192,1995,7,12,29.1,12.0/7.0/1995.0
193,1995,7,13,30.1,13.0/7.0/1995.0
194,1995,7,14,28.6,14.0/7.0/1995.0
195,1995,7,15,28.7,15.0/7.0/1995.0
196,1995,7,16,29.1,16.0/7.0/1995.0
197,1995,7,17,29.7,17.0/7.0/1995.0
198,1995,7,18,28.9,18.0/7.0/1995.0
199,1995,7,19,28.7,19.0/7.0/1995.0
200,1995,7,20,29.3,20.0/7.0/1995.0
201,1995,7,21,30.1,21.0/7.0/1995.0
202,1995,7,22,29.9,22.0/7.0/1995.0
203,1995,7,23,29.2,23.0/7.0/1995.0
204,1995,7,24,29.6,24.0/7.0/1995.0
205,1995,7,25,27.3,25.0/7.0/1995.0
206,1995,7,26,29.5,26.0/7.0/1995.0
207,1995,7,27,27.5,27.0/7.0/1995.0
208,1995,7,28,28.4,28.0/7.0/1995.0
209,1995,7,29,28.5,29.0/7.0/1995.0
210,1995,7,30,30.0,30.0/7.0/1995.0
211,1995,7,31,29.4,31.0/7.0/1995.0
212,1995,8,1,30.6,1.0/8.0/1995.0
213,1995,8,2,30.5,2.0/8.0/1995.0
214,1995,8,3,30.2,3.0/8.0/1995.0
215,1995,8,4,30.0,4.0/8.0/1995.0
216,1995,8,5,29.2,5.0/8.0/1995.0
217,1995,8,6,29.7,6.0/8.0/1995.0
218,1995,8,7,27.3,7.0/8.0/1995.0
219,1995,8,8,28.2,8.0/8.0/1995.0
220,1995,8,9,28.6,9.0/8.0/1995.0
221,1995,8,10,29.5,10.0/8.0/1995.0
222,1995,8,11,28.2,11.0/8.0/1995.0
223,1995,8,12,30.0,12.0/8.0/1995.0
224,1995,8,13,29.6,13.0/8.0/1995.0
225,1995,8,14,28.2,14.0/8.0/1995.0
226,1995,8,15,27.4,15.0/8.0/1995.0
227,1995,8,16,29.7,16.0/8.0/1995.0
228,1995,8,17,30.1,17.0/8.0/1995.0
229,1995,8,18,27.2,18.0/8.0/1995.0
230,1995,8,19,28.2,19.0/8.0/1995.0
231,1995,8,20,29.3,20.0/8.0/1995.0
232,1995,8,21,28.6,21.0/8.0/1995.0
233,1995,8,22,29.0,22.0/8.0/1995.0
234,1995,8,23,28.1,23.0/8.0/1995.0
235,1995,8,24,29.6,24.0/8.0/1995.0
236,1995,8,25,28.5,25.0/8.0/1995.0
237,1995,8,26,28.5,26.0/8.0/1995.0
238,1995,8,27,29.5,27.0/8.0/1995.0
239,1995,8,28,28.8,28.0/8.0/1995.0
240,1995,8,29,28.2,29.0/8.0/1995.0
241,1995,8,30,28.4,30.0/8.0/1995.0
242,1995,8,31,29.1,31.0/8.0/1995.0
243,1995,9,1,30.5,1.0/9.0/1995.0
244,1995,9,2,30.2,2.0/9.0/1995.0
245,1995,9,3,30.1,3.0/9.0/1995.0
246,1995,9,4,29.1,4.0/9.0/1995.0
247,1995,9,5,29.8,5.0/9.0/1995.0
248,1995,9,6,28.7,6.0/9.0/1995.0
249,1995,9,7,27.6,7.0/9.0/1995.0
250,1995,9,8,28.1,8.0/9.0/1995.0
251,1995,9,9,27.8,9.0/9.0/1995.0
252,1995,9,10,25.7,10.0/9.0/1995.0
253,1995,9,11,26.1,11.0/9.0/1995.0
254,1995,9,12,28.0,12.0/9.0/1995.0
255,1995,9,13,28.9,13.0/9.0/1995.0
256,1995,9,14,29.6,14.0/9.0/1995.0
257,1995,9,15,30.4,15.0/9.0/1995.0
258,1995,9,16,28.6,16.0/9.0/1995.0
259,1995,9,17,28.3,17.0/9.0/1995.0
260,1995,9,18,29.6,18.0/9.0/1995.0
261,1995,9,19,30.1,19.0/9.0/1995.0
262,1995,9,20,30.2,20.0/9.0/1995.0
263,1995,9,21,28.4,21.0/9.0/1995.0
264,1995,9,22,28.9,22.0/9.0/1995.0
265,1995,9,23,30.0,23.0/9.0/1995.0
266,1995,9,24,30.1,24.0/9.0/1995.0
267,1995,9,25,30.7,25.0/9.0/1995.0
268,1995,9,26,30.7,26.0/9.0/1995.0
269,1995,9,27,28.2,27.0/9.0/1995.0
270,1995,9,28,28.9,28.0/9.0/1995.0
271,1995,9,29,28.4,29.0/9.0/1995.0
272,1995,9,30,29.3,30.0/9.0/1995.0
273,1995,10,1,27.6,1.0/10.0/1995.0
274,1995,10,2,29.1,2.0/10.0/1995.0
275,1995,10,3,28.7,3.0/10.0/1995.0
276,1995,10,4,29.2,4.0/10.0/1995.0
277,1995,10,5,25.7,5.0/10.0/1995.0
278,1995,10,6,27.2,6.0/10.0/1995.0
279,1995,10,7,27.3,7.0/10.0/1995.0
280,1995,10,8,25.9,8.0/10.0/1995.0
281,1995,10,9,26.5,9.0/10.0/1995.0
282,1995,10,10,28.6,10.0/10.0/1995.0
283,1995,10,11,27.7,11.0/10.0/1995.0
284,1995,10,12,29.2,12.0/10.0/1995.0
285,1995,10,13,29.2,13.0/10.0/1995.0
286,1995,10,14,27.8,14.0/10.0/1995.0
287,1995,10,15,26.8,15.0/10.0/1995.0
288,1995,10,16,28.7,16.0/10.0/1995.0
289,1995,10,17,28.6,17.0/10.0/1995.0
290,1995,10,18,28.9,18.0/10.0/1995.0
291,1995,10,19,28.2,19.0/10.0/1995.0
292,1995,10,20,28.1,20.0/10.0/1995.0
293,1995,10,21,28.9,21.0/10.0/1995.0
294,1995,10,22,28.5,22.0/10.0/1995.0
295,1995,10,23,27.4,23.0/10.0/1995.0
296,1995,10,24,25.9,24.0/10.0/1995.0
297,1995,10,25,27.4,25.0/10.0/1995.0
298,1995,10,26,26.1,26.0/10.0/1995.0
299,1995,10,27,27.1,27.0/10.0/1995.0
300,1995,10,28,27.8,28.0/10.0/1995.0
301,1995,10,29,27.1,29.0/10.0/1995.0
302,1995,10,30,26.5,30.0/10.0/1995.0
303,1995,10,31,27.6,31.0/10.0/1995.0
304,1995,11,1,28.6,1.0/11.0/1995.0
305,1995,11,2,29.0,2.0/11.0/1995.0
306,1995,11,3,25.3,3.0/11.0/1995.0
307,1995,11,4,25.1,4.0/11.0/1995.0
308,1995,11,5,25.1,5.0/11.0/1995.0
309,1995,11,6,26.6,6.0/11.0/1995.0
310,1995,11,7,26.5,7.0/11.0/1995.0
311,1995,11,8,25.0,8.0/11.0/1995.0
312,1995,11,9,28.0,9.0/11.0/1995.0
313,1995,11,10,28.6,10.0/11.0/1995.0
314,1995,11,11,27.9,11.0/11.0/1995.0
315,1995,11,12,28.1,12.0/11.0/1995.0
316,1995,11,13,27.2,13.0/11.0/1995.0
317,1995,11,14,26.5,14.0/11.0/1995.0
318,1995,11,15,25.3,15.0/11.0/1995.0
319,1995,11,16,26.4,16.0/11.0/1995.0
320,1995,11,17,26.0,17.0/11.0/1995.0
321,1995,11,18,26.4,18.0/11.0/1995.0
322,1995,11,19,27.1,19.0/11.0/1995.0
323,1995,11,20,26.8,20.0/11.0/1995.0
324,1995,11,21,28.0,21.0/11.0/1995.0
325,1995,11,22,28.1,22.0/11.0/1995.0
326,1995,11,23,26.0,23.0/11.0/1995.0
327,1995,11,24,26.6,24.0/11.0/1995.0
328,1995,11,25,25.6,25.0/11.0/1995.0
329,1995,11,26,26.6,26.0/11.0/1995.0
330,1995,11,27,26.3,27.0/11.0/1995.0
331,1995,11,28,26.4,28.0/11.0/1995.0
332,1995,11,29,25.6,29.0/11.0/1995.0
333,1995,11,30,25.7,30.0/11.0/1995.0
334,1995,12,1,25.3,1.0/12.0/1995.0
335,1995,12,2,25.8,2.0/12.0/1995.0
336,1995,12,3,25.5,3.0/12.0/1995.0
337,1995,12,4,25.5,4.0/12.0/1995.0
338,1995,12,5,26.0,5.0/12.0/1995.0
339,1995,12,6,25.8,6.0/12.0/1995.0
340,1995,12,7,25.3,7.0/12.0/1995.0
341,1995,12,8,24.9,8.0/12.0/1995.0
342,1995,12,9,24.5,9.0/12.0/1995.0
343,1995,12,10,24.4,10.0/12.0/1995.0
344,1995,12,11,24.4,11.0/12.0/1995.0
345,1995,12,12,24.4,12.0/12.0/1995.0
346,1995,12,13,24.8,13.0/12.0/1995.0
347,1995,12,14,24.4,14.0/12.0/1995.0
348,1995,12,15,25.1,15.0/12.0/1995.0
349,1995,12,16,24.6,16.0/12.0/1995.0
350,1995,12,17,24.5,17.0/12.0/1995.0
351,1995,12,18,24.6,18.0/12.0/1995.0
352,1995,12,19,24.6,19.0/12.0/1995.0
353,1995,12,20,24.9,20.0/12.0/1995.0
354,1995,12,21,24.6,21.0/12.0/1995.0
355,1995,12,22,24.7,22.0/12.0/1995.0
356,1995,12,23,24.1,23.0/12.0/1995.0
357,1995,12,24,23.8,24.0/12.0/1995.0
358,1995,12,25,24.6,25.0/12.0/1995.0
359,1995,12,26,24.8,26.0/12.0/1995.0
360,1995,12,27,25.1,27.0/12.0/1995.0
361,1995,12,28,25.3,28.0/12.0/1995.0
362,1995,12,29,24.9,29.0/12.0/1995.0
363,1995,12,30,25.1,30.0/12.0/1995.0
364,1995,12,31,24.3,31.0/12.0/1995.0
365,1996,1,1,25.6,1.0/1.0/1996.0
366,1996,1,2,24.9,2.0/1.0/1996.0
367,1996,1,3,23.8,3.0/1.0/1996.0
368,1996,1,4,24.6,4.0/1.0/1996.0
369,1996,1,5,24.2,5.0/1.0/1996.0
370,1996,1,6,24.1,6.0/1.0/1996.0
371,1996,1,7,24.4,7.0/1.0/1996.0
372,1996,1,8,24.9,8.0/1.0/1996.0
373,1996,1,9,24.4,9.0/1.0/1996.0
374,1996,1,10,24.8,10.0/1.0/1996.0
375,1996,1,11,24.5,11.0/1.0/1996.0
376,1996,1,12,25.0,12.0/1.0/1996.0
377,1996,1,13,24.9,13.0/1.0/1996.0
378,1996,1,14,26.0,14.0/1.0/1996.0
379,1996,1,15,25.6,15.0/1.0/1996.0
380,1996,1,16,26.0,16.0/1.0/1996.0
381,1996,1,17,24.7,17.0/1.0/1996.0
382,1996,1,18,24.8,18.0/1.0/1996.0
383,1996,1,19,24.5,19.0/1.0/1996.0
384,1996,1,20,24.8,20.0/1.0/1996.0
385,1996,1,21,24.9,21.0/1.0/1996.0
386,1996,1,22,24.1,22.0/1.0/1996.0
387,1996,1,23,25.9,23.0/1.0/1996.0
388,1996,1,24,24.5,24.0/1.0/1996.0
389,1996,1,25,22.7,25.0/1.0/1996.0
390,1996,1,26,23.9,26.0/1.0/1996.0
391,1996,1,27,24.5,27.0/1.0/1996.0
392,1996,1,28,25.5,28.0/1.0/1996.0
393,1996,1,29,25.0,29.0/1.0/1996.0
394,1996,1,30,24.6,30.0/1.0/1996.0
395,1996,1,31,25.3,31.0/1.0/1996.0
396,1996,2,1,25.5,1.0/2.0/1996.0
397,1996,2,2,25.4,2.0/2.0/1996.0
398,1996,2,3,24.6,3.0/2.0/1996.0
399,1996,2,4,24.8,4.0/2.0/1996.0
400,1996,2,5,25.1,5.0/2.0/1996.0
401,1996,2,6,26.0,6.0/2.0/1996.0
402,1996,2,7,24.8,7.0/2.0/1996.0
403,1996,2,8,25.1,8.0/2.0/1996.0
404,1996,2,9,25.9,9.0/2.0/1996.0
405,1996,2,10,26.4,10.0/2.0/1996.0
406,1996,2,11,26.5,11.0/2.0/1996.0
407,1996,2,12,26.7,12.0/2.0/1996.0
408,1996,2,13,26.4,13.0/2.0/1996.0
409,1996,2,14,26.1,14.0/2.0/1996.0
410,1996,2,15,26.7,15.0/2.0/1996.0
411,1996,2,16,25.6,16.0/2.0/1996.0
412,1996,2,17,26.5,17.0/2.0/1996.0
413,1996,2,18,26.4,18.0/2.0/1996.0
414,1996,2,19,25.5,19.0/2.0/1996.0
415,1996,2,20,26.3,20.0/2.0/1996.0
416,1996,2,21,27.6,21.0/2.0/1996.0
417,1996,2,22,28.0,22.0/2.0/1996.0
418,1996,2,23,28.2,23.0/2.0/1996.0
419,1996,2,24,27.0,24.0/2.0/1996.0
420,1996,2,25,26.6,25.0/2.0/1996.0
421,1996,2,26,26.4,26.0/2.0/1996.0
422,1996,2,27,26.5,27.0/2.0/1996.0
423,1996,2,28,26.3,28.0/2.0/1996.0
424,1996,2,29,26.3,29.0/2.0/1996.0
425,1996,3,1,26.8,1.0/3.0/1996.0
426,1996,3,2,25.9,2.0/3.0/1996.0
427,1996,3,3,24.6,3.0/3.0/1996.0
428,1996,3,4,26.0,4.0/3.0/1996.0
429,1996,3,5,26.6,5.0/3.0/1996.0
430,1996,3,6,27.5,6.0/3.0/1996.0
431,1996,3,7,28.3,7.0/3.0/1996.0
432,1996,3,8,26.9,8.0/3.0/1996.0
433,1996,3,9,27.0,9.0/3.0/1996.0
434,1996,3,10,25.9,10.0/3.0/1996.0
435,1996,3,11,26.6,11.0/3.0/1996.0
436,1996,3,12,26.4,12.0/3.0/1996.0
437,1996,3,13,25.4,13.0/3.0/1996.0
438,1996,3,14,25.8,14.0/3.0/1996.0
439,1996,3,15,26.4,15.0/3.0/1996.0
440,1996,3,16,27.4,16.0/3.0/1996.0
441,1996,3,17,27.8,17.0/3.0/1996.0
442,1996,3,18,27.3,18.0/3.0/1996.0
443,1996,3,19,27.6,19.0/3.0/1996.0
444,1996,3,20,27.7,20.0/3.0/1996.0
445,1996,3,21,28.2,21.0/3.0/1996.0
446,1996,3,22,28.0,22.0/3.0/1996.0
447,1996,3,23,28.6,23.0/3.0/1996.0
448,1996,3,24,27.7,24.0/3.0/1996.0
449,1996,3,25,28.3,25.0/3.0/1996.0
450,1996,3,26,29.1,26.0/3.0/1996.0
451,1996,3,27,29.9,27.0/3.0/1996.0
452,1996,3,28,30.9,28.0/3.0/1996.0
453,1996,3,29,29.9,29.0/3.0/1996.0
454,1996,3,30,30.0,30.0/3.0/1996.0
455,1996,3,31,30.2,31.0/3.0/1996.0
456,1996,4,1,30.1,1.0/4.0/1996.0
457,1996,4,2,30.4,2.0/4.0/1996.0
458,1996,4,3,29.5,3.0/4.0/1996.0
459,1996,4,4,30.1,4.0/4.0/1996.0
460,1996,4,5,30.2,5.0/4.0/1996.0
461,1996,4,6,28.6,6.0/4.0/1996.0
462,1996,4,7,29.8,7.0/4.0/1996.0
463,1996,4,8,29.8,8.0/4.0/1996.0
464,1996,4,9,30.1,9.0/4.0/1996.0
465,1996,4,10,30.7,10.0/4.0/1996.0
466,1996,4,11,29.7,11.0/4.0/1996.0
467,1996,4,12,29.0,12.0/4.0/1996.0
468,1996,4,13,27.3,13.0/4.0/1996.0
469,1996,4,14,27.6,14.0/4.0/1996.0
470,1996,4,15,27.7,15.0/4.0/1996.0
471,1996,4,16,28.2,16.0/4.0/1996.0
472,1996,4,17,30.4,17.0/4.0/1996.0
473,1996,4,18,30.2,18.0/4.0/1996.0
474,1996,4,19,30.9,19.0/4.0/1996.0
475,1996,4,20,30.7,20.0/4.0/1996.0
476,1996,4,21,30.6,21.0/4.0/1996.0
477,1996,4,22,31.5,22.0/4.0/1996.0
478,1996,4,23,30.7,23.0/4.0/1996.0
479,1996,4,24,31.0,24.0/4.0/1996.0
480,1996,4,25,30.4,25.0/4.0/1996.0
481,1996,4,26,30.5,26.0/4.0/1996.0
482,1996,4,27,31.1,27.0/4.0/1996.0
483,1996,4,28,32.2,28.0/4.0/1996.0
484,1996,4,29,32.2,29.0/4.0/1996.0
485,1996,4,30,33.1,30.0/4.0/1996.0
486,1996,5,1,29.8,1.0/5.0/1996.0
487,1996,5,2,32.0,2.0/5.0/1996.0
488,1996,5,3,31.0,3.0/5.0/1996.0
489,1996,5,4,31.9,4.0/5.0/1996.0
490,1996,5,5,32.6,5.0/5.0/1996.0
491,1996,5,6,31.9,6.0/5.0/1996.0
492,1996,5,7,33.2,7.0/5.0/1996.0
493,1996,5,8,33.9,8.0/5.0/1996.0
494,1996,5,9,32.1,9.0/5.0/1996.0
495,1996,5,10,33.7,10.0/5.0/1996.0
496,1996,5,11,33.2,11.0/5.0/1996.0
497,1996,5,12,33.0,12.0/5.0/1996.0
498,1996,5,13,32.1,13.0/5.0/1996.0
499,1996,5,14,32.9,14.0/5.0/1996.0
500,1996,5,15,31.7,15.0/5.0/1996.0
501,1996,5,16,32.5,16.0/5.0/1996.0
502,1996,5,17,31.5,17.0/5.0/1996.0
503,1996,5,18,31.1,18.0/5.0/1996.0
504,1996,5,19,30.5,19.0/5.0/1996.0
505,1996,5,20,31.4,20.0/5.0/1996.0
506,1996,5,21,32.0,21.0/5.0/1996.0
507,1996,5,22,31.2,22.0/5.0/1996.0
508,1996,5,23,30.9,23.0/5.0/1996.0
509,1996,5,24,32.3,24.0/5.0/1996.0
510,1996,5,25,32.4,25.0/5.0/1996.0
511,1996,5,26,32.4,26.0/5.0/1996.0
512,1996,5,27,32.9,27.0/5.0/1996.0
513,1996,5,28,32.5,28.0/5.0/1996.0
514,1996,5,29,32.0,29.0/5.0/1996.0
515,1996,5,30,31.7,30.0/5.0/1996.0
516,1996,5,31,31.5,31.0/5.0/1996.0
517,1996,6,1,31.2,1.0/6.0/1996.0
518,1996,6,2,31.2,2.0/6.0/1996.0
519,1996,6,3,32.4,3.0/6.0/1996.0
520,1996,6,4,32.1,4.0/6.0/1996.0
521,1996,6,5,31.9,5.0/6.0/1996.0
522,1996,6,6,31.9,6.0/6.0/1996.0
523,1996,6,7,31.9,7.0/6.0/1996.0
524,1996,6,8,30.5,8.0/6.0/1996.0
525,1996,6,9,30.3,9.0/6.0/1996.0
526,1996,6,10,31.6,10.0/6.0/1996.0
527,1996,6,11,31.1,11.0/6.0/1996.0
528,1996,6,12,28.8,12.0/6.0/1996.0
529,1996,6,13,24.6,13.0/6.0/1996.0
530,1996,6,14,23.4,14.0/6.0/1996.0
531,1996,6,15,26.0,15.0/6.0/1996.0
532,1996,6,16,28.5,16.0/6.0/1996.0
533,1996,6,17,30.0,17.0/6.0/1996.0
534,1996,6,18,29.6,18.0/6.0/1996.0
535,1996,6,19,30.1,19.0/6.0/1996.0
536,1996,6,20,31.2,20.0/6.0/1996.0
537,1996,6,21,29.6,21.0/6.0/1996.0
